Age,Workclass,Qualification,Marital status,occupation,sex,hours.per.week,Country,Income morethan 50k
110.7408244,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,68.51665726,United-States,0
111.014681,Private,Bachelors,Never-married,Adm-clerical,Male,68.62789385,United-States,0
111.2885375,Private,Some-college,Never-married,Other-service,Male,68.73913043,United-States,0
111.5623941,Private,Some-college,Never-married,Craft-repair,Male,68.85036702,United-States,0
111.8362507,Private,HS-grad,Divorced,Craft-repair,Male,68.96160361,United-States,0
112.1101073,Federal-gov,Some-college,Never-married,Prof-specialty,Female,69.0728402,United-States,0
112.3839639,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,69.18407679,United-States,0
112.6578204,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,69.29531338,United-States,0
112.931677,Private,Bachelors,Widowed,Sales,Female,69.40654997,Cuba,0
113.2055336,Private,Some-college,Divorced,Transport-moving,Male,69.51778656,United-States,0
113.4793902,Local-gov,Masters,Never-married,Prof-specialty,Female,69.62902315,United-States,0
113.7532468,Private,Some-college,Divorced,Sales,Male,69.74025974,United-States,0
114.0271033,Private,Assoc-acdm,Divorced,Prof-specialty,Female,69.85149633,United-States,0
114.3009599,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,69.96273292,United-States,0
114.5748165,Local-gov,Some-college,Never-married,Prof-specialty,Female,70.07396951,United-States,0
114.8486731,Private,Bachelors,Never-married,Exec-managerial,Male,70.1852061,United-States,0
115.1225296,Federal-gov,23rd,Never-married,Tech-support,Male,70.29644269,United-States,0
115.3963862,Local-gov,Assoc-voc,Never-married,Tech-support,Male,70.40767928,United-States,0
115.6702428,Private,Bachelors,Never-married,Exec-managerial,Male,70.51891587,United-States,0
115.9440994,Private,Bachelors,Divorced,Prof-specialty,Male,70.63015246,United-States,0
116.217956,Private,Bachelors,Never-married,Prof-specialty,Female,70.74138905,United-States,0
116.4918125,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,70.85262564,United-States,0
116.7656691,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,70.96386222,United-States,0
117.0395257,Private,Bachelors,Never-married,Adm-clerical,Male,71.07509881,United-States,0
117.3133823,Private,Some-college,Never-married,Other-service,Male,71.1863354,United-States,0
117.5872388,Private,Some-college,Never-married,Craft-repair,Male,71.29757199,United-States,0
117.8610954,Private,HS-grad,Divorced,Craft-repair,Male,71.40880858,United-States,0
118.134952,Federal-gov,Some-college,Never-married,Prof-specialty,Female,71.52004517,United-States,0
118.4088086,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,71.63128176,United-States,0
118.6826652,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,71.74251835,United-States,0
118.9565217,Private,Bachelors,Widowed,Sales,Female,71.85375494,Cuba,0
119.2303783,Private,Some-college,Divorced,Transport-moving,Male,71.96499153,United-States,0
119.5042349,Local-gov,Masters,Never-married,Prof-specialty,Female,72.07622812,United-States,0
119.7780915,Private,Some-college,Divorced,Sales,Male,72.18746471,United-States,0
120.0519481,Private,Assoc-acdm,Divorced,Prof-specialty,Female,72.2987013,United-States,0
120.3258046,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,72.40993789,United-States,0
120.5996612,Local-gov,Some-college,Never-married,Prof-specialty,Female,72.52117448,United-States,0
120.8735178,Private,Bachelors,Never-married,Exec-managerial,Male,72.63241107,United-States,0
121.1473744,Federal-gov,24th,Never-married,Tech-support,Male,72.74364766,United-States,0
121.4212309,Local-gov,Assoc-voc,Never-married,Tech-support,Male,72.85488425,United-States,0
121.6950875,Private,Bachelors,Never-married,Exec-managerial,Male,72.96612084,United-States,0
121.9689441,Private,Bachelors,Divorced,Prof-specialty,Male,73.07735743,United-States,0
122.2428007,Private,Bachelors,Never-married,Prof-specialty,Female,73.18859401,United-States,0
122.5166573,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,73.2998306,United-States,0
122.7905138,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,73.41106719,United-States,0
123.0643704,Private,Bachelors,Never-married,Adm-clerical,Male,73.52230378,United-States,0
123.338227,Private,Some-college,Never-married,Other-service,Male,73.63354037,United-States,0
123.6120836,Private,Some-college,Never-married,Craft-repair,Male,73.74477696,United-States,0
123.8859401,Private,HS-grad,Divorced,Craft-repair,Male,73.85601355,United-States,0
124.1597967,Federal-gov,Some-college,Never-married,Prof-specialty,Female,73.96725014,United-States,0
124.4336533,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,74.07848673,United-States,0
124.7075099,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,74.18972332,United-States,0
124.9813665,Private,Bachelors,Widowed,Sales,Female,74.30095991,Cuba,0
125.255223,Private,Some-college,Divorced,Transport-moving,Male,74.4121965,United-States,0
125.5290796,Local-gov,Masters,Never-married,Prof-specialty,Female,74.52343309,United-States,0
125.8029362,Private,Some-college,Divorced,Sales,Male,74.63466968,United-States,0
126.0767928,Private,Assoc-acdm,Divorced,Prof-specialty,Female,74.74590627,United-States,0
126.3506494,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,74.85714286,United-States,0
126.6245059,Local-gov,Some-college,Never-married,Prof-specialty,Female,74.96837945,United-States,0
126.8983625,Private,Bachelors,Never-married,Exec-managerial,Male,75.07961604,United-States,0
127.1722191,Federal-gov,25th,Never-married,Tech-support,Male,75.19085263,United-States,0
127.4460757,Local-gov,Assoc-voc,Never-married,Tech-support,Male,75.30208922,United-States,0
127.7199322,Private,Bachelors,Never-married,Exec-managerial,Male,75.4133258,United-States,0
127.9937888,Private,Bachelors,Divorced,Prof-specialty,Male,75.52456239,United-States,0
128.2676454,Private,Bachelors,Never-married,Prof-specialty,Female,75.63579898,United-States,0
128.541502,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,75.74703557,United-States,0
128.8153586,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,75.85827216,United-States,0
129.0892151,Private,Bachelors,Never-married,Adm-clerical,Male,75.96950875,United-States,0
129.3630717,Private,Some-college,Never-married,Other-service,Male,76.08074534,United-States,0
129.6369283,Private,Some-college,Never-married,Craft-repair,Male,76.19198193,United-States,0
129.9107849,Private,HS-grad,Divorced,Craft-repair,Male,76.30321852,United-States,0
130.1846414,Federal-gov,Some-college,Never-married,Prof-specialty,Female,76.41445511,United-States,0
130.458498,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,76.5256917,United-States,0
130.7323546,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,76.63692829,United-States,0
131.0062112,Private,Bachelors,Widowed,Sales,Female,76.74816488,Cuba,0
131.2800678,Private,Some-college,Divorced,Transport-moving,Male,76.85940147,United-States,0
131.5539243,Local-gov,Masters,Never-married,Prof-specialty,Female,76.97063806,United-States,0
131.8277809,Private,Some-college,Divorced,Sales,Male,77.08187465,United-States,0
132.1016375,Private,Assoc-acdm,Divorced,Prof-specialty,Female,77.19311124,United-States,0
132.3754941,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,77.30434783,United-States,0
132.6493506,Local-gov,Some-college,Never-married,Prof-specialty,Female,77.41558442,United-States,0
132.9232072,Private,Bachelors,Never-married,Exec-managerial,Male,77.52682101,United-States,0
133.1970638,Federal-gov,26th,Never-married,Tech-support,Male,77.63805759,United-States,0
133.4709204,Local-gov,Assoc-voc,Never-married,Tech-support,Male,77.74929418,United-States,0
133.744777,Private,Bachelors,Never-married,Exec-managerial,Male,77.86053077,United-States,0
134.0186335,Private,Bachelors,Divorced,Prof-specialty,Male,77.97176736,United-States,0
134.2924901,Private,Bachelors,Never-married,Prof-specialty,Female,78.08300395,United-States,0
134.5663467,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,78.19424054,United-States,0
134.8402033,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,78.30547713,United-States,0
135.1140599,Private,Bachelors,Never-married,Adm-clerical,Male,78.41671372,United-States,0
135.3879164,Private,Some-college,Never-married,Other-service,Male,78.52795031,United-States,0
135.661773,Private,Some-college,Never-married,Craft-repair,Male,78.6391869,United-States,0
135.9356296,Private,HS-grad,Divorced,Craft-repair,Male,78.75042349,United-States,0
136.2094862,Federal-gov,Some-college,Never-married,Prof-specialty,Female,78.86166008,United-States,0
136.4833427,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,78.97289667,United-States,0
136.7571993,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,79.08413326,United-States,0
137.0310559,Private,Bachelors,Widowed,Sales,Female,79.19536985,Cuba,0
137.3049125,Private,Some-college,Divorced,Transport-moving,Male,79.30660644,United-States,0
137.5787691,Local-gov,Masters,Never-married,Prof-specialty,Female,79.41784303,United-States,0
137.8526256,Private,Some-college,Divorced,Sales,Male,79.52907962,United-States,0
138.1264822,Private,Assoc-acdm,Divorced,Prof-specialty,Female,79.64031621,United-States,0
138.4003388,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,79.7515528,United-States,0
138.6741954,Local-gov,Some-college,Never-married,Prof-specialty,Female,79.86278938,United-States,0
138.9480519,Private,Bachelors,Never-married,Exec-managerial,Male,79.97402597,United-States,0
139.2219085,Federal-gov,27th,Never-married,Tech-support,Male,80.08526256,United-States,0
139.4957651,Local-gov,Assoc-voc,Never-married,Tech-support,Male,80.19649915,United-States,0
139.7696217,Private,Bachelors,Never-married,Exec-managerial,Male,80.30773574,United-States,0
140.0434783,Private,Bachelors,Divorced,Prof-specialty,Male,80.41897233,United-States,0
140.3173348,Private,Bachelors,Never-married,Prof-specialty,Female,80.53020892,United-States,0
140.5911914,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,80.64144551,United-States,0
140.865048,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,80.7526821,United-States,0
141.1389046,Private,Bachelors,Never-married,Adm-clerical,Male,80.86391869,United-States,0
141.4127612,Private,Some-college,Never-married,Other-service,Male,80.97515528,United-States,0
141.6866177,Private,Some-college,Never-married,Craft-repair,Male,81.08639187,United-States,0
141.9604743,Private,HS-grad,Divorced,Craft-repair,Male,81.19762846,United-States,0
142.2343309,Federal-gov,Some-college,Never-married,Prof-specialty,Female,81.30886505,United-States,0
142.5081875,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,81.42010164,United-States,0
142.782044,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,81.53133823,United-States,0
143.0559006,Private,Bachelors,Widowed,Sales,Female,81.64257482,Cuba,0
143.3297572,Private,Some-college,Divorced,Transport-moving,Male,81.75381141,United-States,0
143.6036138,Local-gov,Masters,Never-married,Prof-specialty,Female,81.865048,United-States,0
143.8774704,Private,Some-college,Divorced,Sales,Male,81.97628458,United-States,0
144.1513269,Private,Assoc-acdm,Divorced,Prof-specialty,Female,82.08752117,United-States,0
144.4251835,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,82.19875776,United-States,0
144.6990401,Local-gov,Some-college,Never-married,Prof-specialty,Female,82.30999435,United-States,0
144.9728967,Private,Bachelors,Never-married,Exec-managerial,Male,82.42123094,United-States,0
145.2467532,Federal-gov,28th,Never-married,Tech-support,Male,82.53246753,United-States,0
145.5206098,Local-gov,Assoc-voc,Never-married,Tech-support,Male,82.64370412,United-States,0
145.7944664,Private,Bachelors,Never-married,Exec-managerial,Male,82.75494071,United-States,0
146.068323,Private,Bachelors,Divorced,Prof-specialty,Male,82.8661773,United-States,0
146.3421796,Private,Bachelors,Never-married,Prof-specialty,Female,82.97741389,United-States,0
146.6160361,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,83.08865048,United-States,0
146.8898927,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,83.19988707,United-States,0
147.1637493,Private,Bachelors,Never-married,Adm-clerical,Male,83.31112366,United-States,0
147.4376059,Private,Some-college,Never-married,Other-service,Male,83.42236025,United-States,0
147.7114625,Private,Some-college,Never-married,Craft-repair,Male,83.53359684,United-States,0
147.985319,Private,HS-grad,Divorced,Craft-repair,Male,83.64483343,United-States,0
148.2591756,Federal-gov,Some-college,Never-married,Prof-specialty,Female,83.75607002,United-States,0
148.5330322,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,83.86730661,United-States,0
148.8068888,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,83.9785432,United-States,0
149.0807453,Private,Bachelors,Widowed,Sales,Female,84.08977979,Cuba,0
149.3546019,Private,Some-college,Divorced,Transport-moving,Male,84.20101637,United-States,0
149.6284585,Local-gov,Masters,Never-married,Prof-specialty,Female,84.31225296,United-States,0
149.9023151,Private,Some-college,Divorced,Sales,Male,84.42348955,United-States,0
150.1761717,Private,Assoc-acdm,Divorced,Prof-specialty,Female,84.53472614,United-States,0
150.4500282,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,84.64596273,United-States,0
150.7238848,Local-gov,Some-college,Never-married,Prof-specialty,Female,84.75719932,United-States,0
150.9977414,Private,Bachelors,Never-married,Exec-managerial,Male,84.86843591,United-States,0
151.271598,Federal-gov,29th,Never-married,Tech-support,Male,84.9796725,United-States,0
151.5454545,Local-gov,Assoc-voc,Never-married,Tech-support,Male,85.09090909,United-States,0
151.8193111,Private,Bachelors,Never-married,Exec-managerial,Male,85.20214568,United-States,0
152.0931677,Private,Bachelors,Divorced,Prof-specialty,Male,85.31338227,United-States,0
152.3670243,Private,Bachelors,Never-married,Prof-specialty,Female,85.42461886,United-States,0
152.6408809,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,85.53585545,United-States,0
152.9147374,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,85.64709204,United-States,0
153.188594,Private,Bachelors,Never-married,Adm-clerical,Male,85.75832863,United-States,0
153.4624506,Private,Some-college,Never-married,Other-service,Male,85.86956522,United-States,0
153.7363072,Private,Some-college,Never-married,Craft-repair,Male,85.98080181,United-States,0
154.0101637,Private,HS-grad,Divorced,Craft-repair,Male,86.0920384,United-States,0
154.2840203,Federal-gov,Some-college,Never-married,Prof-specialty,Female,86.20327499,United-States,0
154.5578769,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,86.31451158,United-States,0
154.8317335,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,86.42574816,United-States,0
155.1055901,Private,Bachelors,Widowed,Sales,Female,86.53698475,Cuba,0
155.3794466,Private,Some-college,Divorced,Transport-moving,Male,86.64822134,United-States,0
155.6533032,Local-gov,Masters,Never-married,Prof-specialty,Female,86.75945793,United-States,0
155.9271598,Private,Some-college,Divorced,Sales,Male,86.87069452,United-States,0
156.2010164,Private,Assoc-acdm,Divorced,Prof-specialty,Female,86.98193111,United-States,0
156.474873,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,87.0931677,United-States,0
156.7487295,Local-gov,Some-college,Never-married,Prof-specialty,Female,87.20440429,United-States,0
157.0225861,Private,Bachelors,Never-married,Exec-managerial,Male,87.31564088,United-States,0
157.2964427,Federal-gov,30th,Never-married,Tech-support,Male,87.42687747,United-States,0
157.5702993,Local-gov,Assoc-voc,Never-married,Tech-support,Male,87.53811406,United-States,0
157.8441558,Private,Bachelors,Never-married,Exec-managerial,Male,87.64935065,United-States,0
158.1180124,Private,Bachelors,Divorced,Prof-specialty,Male,87.76058724,United-States,0
158.391869,Private,Bachelors,Never-married,Prof-specialty,Female,87.87182383,United-States,0
158.6657256,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,87.98306042,United-States,0
158.9395822,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,88.09429701,United-States,0
159.2134387,Private,Bachelors,Never-married,Adm-clerical,Male,88.2055336,United-States,0
159.4872953,Private,Some-college,Never-married,Other-service,Male,88.31677019,United-States,0
159.7611519,Private,Some-college,Never-married,Craft-repair,Male,88.42800678,United-States,0
160.0350085,Private,HS-grad,Divorced,Craft-repair,Male,88.53924337,United-States,0
160.308865,Federal-gov,Some-college,Never-married,Prof-specialty,Female,88.65047995,United-States,0
160.5827216,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,88.76171654,United-States,0
47,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,40,United-States,0
28,Private,Bachelors,Never-married,Adm-clerical,Male,40,United-States,0
38,Private,Some-college,Never-married,Other-service,Male,40,United-States,0
41,Private,Some-college,Never-married,Craft-repair,Male,40,United-States,0
50,Private,HS-grad,Divorced,Craft-repair,Male,50,United-States,0
29,Federal-gov,Some-college,Never-married,Prof-specialty,Female,40,United-States,0
50,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,5,United-States,0
49,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,42,United-States,0
31,Private,Bachelors,Widowed,Sales,Female,40,Cuba,0
44,Private,Some-college,Divorced,Transport-moving,Male,40,United-States,0
48,Local-gov,Masters,Never-married,Prof-specialty,Female,40,United-States,0
39,Private,Some-college,Divorced,Sales,Male,70,United-States,0
39,Private,Assoc-acdm,Divorced,Prof-specialty,Female,40,United-States,0
32,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,40,United-States,0
42,Local-gov,Some-college,Never-married,Prof-specialty,Female,40,United-States,0
25,Private,Bachelors,Never-married,Exec-managerial,Male,40,United-States,0
42,Federal-gov,11th,Never-married,Tech-support,Male,40,United-States,0
44,Local-gov,Assoc-voc,Never-married,Tech-support,Male,40,United-States,0
38,Private,Bachelors,Never-married,Exec-managerial,Male,40,United-States,0
54,Private,Bachelors,Divorced,Prof-specialty,Male,40,United-States,0
37,Private,Bachelors,Never-married,Prof-specialty,Female,42,United-States,0
62,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,38,United-States,0
44.46753247,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,41.5974026,United-States,0
44.74138905,Private,Bachelors,Never-married,Adm-clerical,Male,41.70863919,United-States,0
45.01524562,Private,Some-college,Never-married,Other-service,Male,41.81987578,United-States,0
45.2891022,Private,Some-college,Never-married,Craft-repair,Male,41.93111237,United-States,0
45.56295878,Private,HS-grad,Divorced,Craft-repair,Male,42.04234896,United-States,0
45.83681536,Federal-gov,Some-college,Never-married,Prof-specialty,Female,42.15358554,United-States,0
46.11067194,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,42.26482213,United-States,0
46.38452851,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,42.37605872,United-States,0
46.65838509,Private,Bachelors,Widowed,Sales,Female,42.48729531,Cuba,0
46.93224167,Private,Some-college,Divorced,Transport-moving,Male,42.5985319,United-States,0
47.20609825,Local-gov,Masters,Never-married,Prof-specialty,Female,42.70976849,United-States,0
47.47995483,Private,Some-college,Divorced,Sales,Male,42.82100508,United-States,0
47.75381141,Private,Assoc-acdm,Divorced,Prof-specialty,Female,42.93224167,United-States,0
48.02766798,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,43.04347826,United-States,0
48.30152456,Local-gov,Some-college,Never-married,Prof-specialty,Female,43.15471485,United-States,0
48.57538114,Private,Bachelors,Never-married,Exec-managerial,Male,43.26595144,United-States,0
48.84923772,Federal-gov,12th,Never-married,Tech-support,Male,43.37718803,United-States,0
49.1230943,Local-gov,Assoc-voc,Never-married,Tech-support,Male,43.48842462,United-States,0
49.39695088,Private,Bachelors,Never-married,Exec-managerial,Male,43.59966121,United-States,0
49.67080745,Private,Bachelors,Divorced,Prof-specialty,Male,43.7108978,United-States,0
49.94466403,Private,Bachelors,Never-married,Prof-specialty,Female,43.82213439,United-States,0
50.21852061,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,43.93337098,United-States,0
50.49237719,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,44.04460757,United-States,0
50.76623377,Private,Bachelors,Never-married,Adm-clerical,Male,44.15584416,United-States,0
51.04009034,Private,Some-college,Never-married,Other-service,Male,44.26708075,United-States,0
51.31394692,Private,Some-college,Never-married,Craft-repair,Male,44.37831733,United-States,0
51.5878035,Private,HS-grad,Divorced,Craft-repair,Male,44.48955392,United-States,0
51.86166008,Federal-gov,Some-college,Never-married,Prof-specialty,Female,44.60079051,United-States,0
52.13551666,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,44.7120271,United-States,0
52.40937324,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,44.82326369,United-States,0
52.68322981,Private,Bachelors,Widowed,Sales,Female,44.93450028,Cuba,0
52.95708639,Private,Some-college,Divorced,Transport-moving,Male,45.04573687,United-States,0
53.23094297,Local-gov,Masters,Never-married,Prof-specialty,Female,45.15697346,United-States,0
53.50479955,Private,Some-college,Divorced,Sales,Male,45.26821005,United-States,0
53.77865613,Private,Assoc-acdm,Divorced,Prof-specialty,Female,45.37944664,United-States,0
54.0525127,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,45.49068323,United-States,0
54.32636928,Local-gov,Some-college,Never-married,Prof-specialty,Female,45.60191982,United-States,0
54.60022586,Private,Bachelors,Never-married,Exec-managerial,Male,45.71315641,United-States,0
54.87408244,Federal-gov,13th,Never-married,Tech-support,Male,45.824393,United-States,0
55.14793902,Local-gov,Assoc-voc,Never-married,Tech-support,Male,45.93562959,United-States,0
55.4217956,Private,Bachelors,Never-married,Exec-managerial,Male,46.04686618,United-States,0
55.69565217,Private,Bachelors,Divorced,Prof-specialty,Male,46.15810277,United-States,0
55.96950875,Private,Bachelors,Never-married,Prof-specialty,Female,46.26933936,United-States,0
56.24336533,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,46.38057595,United-States,0
56.51722191,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,46.49181254,United-States,0
56.79107849,Private,Bachelors,Never-married,Adm-clerical,Male,46.60304912,United-States,0
57.06493506,Private,Some-college,Never-married,Other-service,Male,46.71428571,United-States,0
57.33879164,Private,Some-college,Never-married,Craft-repair,Male,46.8255223,United-States,0
57.61264822,Private,HS-grad,Divorced,Craft-repair,Male,46.93675889,United-States,0
57.8865048,Federal-gov,Some-college,Never-married,Prof-specialty,Female,47.04799548,United-States,0
58.16036138,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,47.15923207,United-States,0
58.43421796,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,47.27046866,United-States,0
58.70807453,Private,Bachelors,Widowed,Sales,Female,47.38170525,Cuba,0
58.98193111,Private,Some-college,Divorced,Transport-moving,Male,47.49294184,United-States,0
59.25578769,Local-gov,Masters,Never-married,Prof-specialty,Female,47.60417843,United-States,0
59.52964427,Private,Some-college,Divorced,Sales,Male,47.71541502,United-States,0
59.80350085,Private,Assoc-acdm,Divorced,Prof-specialty,Female,47.82665161,United-States,0
60.07735743,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,47.9378882,United-States,0
60.351214,Local-gov,Some-college,Never-married,Prof-specialty,Female,48.04912479,United-States,0
60.62507058,Private,Bachelors,Never-married,Exec-managerial,Male,48.16036138,United-States,0
60.89892716,Federal-gov,14th,Never-married,Tech-support,Male,48.27159797,United-States,0
61.17278374,Local-gov,Assoc-voc,Never-married,Tech-support,Male,48.38283456,United-States,0
61.44664032,Private,Bachelors,Never-married,Exec-managerial,Male,48.49407115,United-States,0
61.72049689,Private,Bachelors,Divorced,Prof-specialty,Male,48.60530774,United-States,0
61.99435347,Private,Bachelors,Never-married,Prof-specialty,Female,48.71654433,United-States,0
62.26821005,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,48.82778091,United-States,0
62.54206663,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,48.9390175,United-States,0
62.81592321,Private,Bachelors,Never-married,Adm-clerical,Male,49.05025409,United-States,0
63.08977979,Private,Some-college,Never-married,Other-service,Male,49.16149068,United-States,0
63.36363636,Private,Some-college,Never-married,Craft-repair,Male,49.27272727,United-States,0
63.63749294,Private,HS-grad,Divorced,Craft-repair,Male,49.38396386,United-States,0
63.91134952,Federal-gov,Some-college,Never-married,Prof-specialty,Female,49.49520045,United-States,0
64.1852061,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,49.60643704,United-States,0
64.45906268,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,49.71767363,United-States,0
64.73291925,Private,Bachelors,Widowed,Sales,Female,49.82891022,Cuba,0
65.00677583,Private,Some-college,Divorced,Transport-moving,Male,49.94014681,United-States,0
65.28063241,Local-gov,Masters,Never-married,Prof-specialty,Female,50.0513834,United-States,0
65.55448899,Private,Some-college,Divorced,Sales,Male,50.16261999,United-States,0
65.82834557,Private,Assoc-acdm,Divorced,Prof-specialty,Female,50.27385658,United-States,0
66.10220215,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,50.38509317,United-States,0
66.37605872,Local-gov,Some-college,Never-married,Prof-specialty,Female,50.49632976,United-States,0
66.6499153,Private,Bachelors,Never-married,Exec-managerial,Male,50.60756635,United-States,0
66.92377188,Federal-gov,15th,Never-married,Tech-support,Male,50.71880294,United-States,0
67.19762846,Local-gov,Assoc-voc,Never-married,Tech-support,Male,50.83003953,United-States,0
67.47148504,Private,Bachelors,Never-married,Exec-managerial,Male,50.94127612,United-States,0
67.74534161,Private,Bachelors,Divorced,Prof-specialty,Male,51.0525127,United-States,0
68.01919819,Private,Bachelors,Never-married,Prof-specialty,Female,51.16374929,United-States,0
68.29305477,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,51.27498588,United-States,0
68.56691135,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,51.38622247,United-States,0
68.84076793,Private,Bachelors,Never-married,Adm-clerical,Male,51.49745906,United-States,0
69.11462451,Private,Some-college,Never-married,Other-service,Male,51.60869565,United-States,0
69.38848108,Private,Some-college,Never-married,Craft-repair,Male,51.71993224,United-States,0
69.66233766,Private,HS-grad,Divorced,Craft-repair,Male,51.83116883,United-States,0
69.93619424,Federal-gov,Some-college,Never-married,Prof-specialty,Female,51.94240542,United-States,0
70.21005082,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,52.05364201,United-States,0
70.4839074,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,52.1648786,United-States,0
70.75776398,Private,Bachelors,Widowed,Sales,Female,52.27611519,Cuba,0
71.03162055,Private,Some-college,Divorced,Transport-moving,Male,52.38735178,United-States,0
71.30547713,Local-gov,Masters,Never-married,Prof-specialty,Female,52.49858837,United-States,0
71.57933371,Private,Some-college,Divorced,Sales,Male,52.60982496,United-States,0
71.85319029,Private,Assoc-acdm,Divorced,Prof-specialty,Female,52.72106155,United-States,0
72.12704687,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,52.83229814,United-States,0
72.40090344,Local-gov,Some-college,Never-married,Prof-specialty,Female,52.94353473,United-States,0
72.67476002,Private,Bachelors,Never-married,Exec-managerial,Male,53.05477132,United-States,0
72.9486166,Federal-gov,16th,Never-married,Tech-support,Male,53.16600791,United-States,0
73.22247318,Local-gov,Assoc-voc,Never-married,Tech-support,Male,53.27724449,United-States,0
73.49632976,Private,Bachelors,Never-married,Exec-managerial,Male,53.38848108,United-States,0
73.77018634,Private,Bachelors,Divorced,Prof-specialty,Male,53.49971767,United-States,0
74.04404291,Private,Bachelors,Never-married,Prof-specialty,Female,53.61095426,United-States,0
74.31789949,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,53.72219085,United-States,0
74.59175607,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,53.83342744,United-States,0
74.86561265,Private,Bachelors,Never-married,Adm-clerical,Male,53.94466403,United-States,0
75.13946923,Private,Some-college,Never-married,Other-service,Male,54.05590062,United-States,0
75.4133258,Private,Some-college,Never-married,Craft-repair,Male,54.16713721,United-States,0
75.68718238,Private,HS-grad,Divorced,Craft-repair,Male,54.2783738,United-States,0
